,window,time_step,name_dataset,name_model,time,num_params,RMSE,MAPE,SMAPE,MAE,R2,NRMSE,FB
0,0,Global_active_power (t+5),HPC6,TCN,24.36,35046,347.8535461425781,62.61892914772034,27.708354592323303,274.8002014160156,-0.2980015260964506,46.97821401046024,0.3517966800933172
1,0,Global_active_power (t+10),HPC6,TCN,24.36,35046,376.4981384277344,65.66835641860962,28.67022156715393,297.23443603515625,-0.29749979601408283,50.205063198417804,0.3635446840348852
2,0,Global_active_power (t+15),HPC6,TCN,24.36,35046,345.7947998046875,63.15521597862244,27.508556842803955,282.24114990234375,-0.2824120123250047,43.80554073592973,0.3264079066598192
3,0,Global_active_power (t+20),HPC6,TCN,24.36,35046,340.7720947265625,61.50695085525513,27.290555834770203,278.8438720703125,-0.25945058559186984,44.62569537694226,0.313114057675206
4,0,Global_active_power (t+25),HPC6,TCN,24.36,35046,331.9368591308594,64.38849568367004,27.40296721458435,269.74298095703125,-0.21486629421483183,43.68270829484574,0.2918082566810194
5,0,Global_active_power (t+30),HPC6,TCN,24.36,35046,339.09771728515625,65.35930633544922,28.172585368156433,276.5363464355469,-0.25268048006932564,45.35346674884387,0.3188375236197689
6,1,Global_active_power (t+5),HPC6,TCN,12.92,35046,347.50213623046875,58.93616080284119,31.25024139881134,276.41973876953125,-0.5285429409399667,180.35304179799485,0.5104943635249845
7,1,Global_active_power (t+10),HPC6,TCN,12.92,35046,355.34735107421875,54.13499474525452,31.54151141643524,278.6114196777344,-0.7178747605542426,207.0526877322759,0.5913056165721342
8,1,Global_active_power (t+15),HPC6,TCN,12.92,35046,358.0655517578125,56.346505880355835,32.401302456855774,282.6134338378906,-0.7145354886159807,208.25879053586326,0.5973869076456919
9,1,Global_active_power (t+20),HPC6,TCN,12.92,35046,356.2991943359375,57.48860239982605,30.35895526409149,275.1439208984375,-0.5049390120371486,201.17189330760218,0.5081005416015303
10,1,Global_active_power (t+25),HPC6,TCN,12.92,35046,349.7292175292969,54.6819269657135,29.654544591903687,265.69189453125,-0.5259452720383317,196.15101670546352,0.5176176652486121
11,1,Global_active_power (t+30),HPC6,TCN,12.92,35046,341.72247314453125,55.12220859527588,28.986623883247375,260.1041259765625,-0.44643670885804276,169.88139090329824,0.47417553926596323
12,2,Global_active_power (t+5),HPC6,TCN,14.17,35046,207.24456787109375,75.59331059455872,27.72846817970276,172.7384490966797,-0.03589169922744517,51.15970197602851,0.11805538141601069
13,2,Global_active_power (t+10),HPC6,TCN,14.17,35046,202.53843688964844,78.01334261894226,26.76583230495453,166.537109375,-0.0074811022196097365,47.82644053384065,0.0643308407916639
14,2,Global_active_power (t+15),HPC6,TCN,14.17,35046,203.24339294433594,80.46931028366089,26.800957322120667,167.0967254638672,-0.009888170217200232,48.30374977334542,0.04748436100271081
15,2,Global_active_power (t+20),HPC6,TCN,14.17,35046,217.59693908691406,72.11423516273499,27.56030261516571,175.02523803710938,-0.07960123865419555,55.632233726310204,0.19006964791666187
16,2,Global_active_power (t+25),HPC6,TCN,14.17,35046,220.34518432617188,75.14362335205078,27.099934220314026,175.7786102294922,-0.04683498451387047,52.65044189709486,0.1381371849039876
17,2,Global_active_power (t+30),HPC6,TCN,14.17,35046,226.06988525390625,69.72311735153198,28.492948412895203,181.0522918701172,-0.13287053904336132,63.082107091763746,0.25126385463612344
18,3,Global_active_power (t+5),HPC6,TCN,16.68,35046,196.63136291503906,105.10914325714111,30.456656217575073,154.04258728027344,-0.01853822631632207,53.40818212713754,-0.09991975869657546
19,3,Global_active_power (t+10),HPC6,TCN,16.68,35046,199.5219268798828,104.71459627151489,31.73939287662506,158.02017211914062,-0.002521805710686831,61.46350509067321,-0.03666490419707817
20,3,Global_active_power (t+15),HPC6,TCN,16.68,35046,202.9788360595703,94.54110264778137,31.18460476398468,159.50173950195312,-0.0005130608848453733,59.68315805531128,0.0335308614232559
21,3,Global_active_power (t+20),HPC6,TCN,16.68,35046,207.48529052734375,102.33604907989502,31.33127987384796,163.8904266357422,-0.001517391371915977,59.00984238300236,-0.020300245607717364
22,3,Global_active_power (t+25),HPC6,TCN,16.68,35046,192.60964965820312,100.73463916778564,30.24810254573822,152.5838165283203,-0.003523751517230833,53.47403158572542,-0.0617548918874426
23,3,Global_active_power (t+30),HPC6,TCN,16.68,35046,177.46954345703125,99.11451935768127,29.429426789283752,142.20986938476562,-0.05058671191734554,50.92136740162169,-0.14895892971018904
24,4,Global_active_power (t+5),HPC6,TCN,12.68,35046,157.00001525878906,67.08367466926575,25.987574458122253,124.28252410888672,-0.03180790994600313,145.3721919240442,0.11776232085572684
25,4,Global_active_power (t+10),HPC6,TCN,12.68,35046,165.63636779785156,58.96522402763367,24.810869991779327,127.7943344116211,-0.09197790572751385,162.03885596572675,0.19547355583642953
26,4,Global_active_power (t+15),HPC6,TCN,12.68,35046,173.4427947998047,58.438241481781006,26.04888379573822,134.88082885742188,-0.15506725906553753,169.05745433993692,0.261544018960849
27,4,Global_active_power (t+20),HPC6,TCN,12.68,35046,173.4333953857422,56.94710612297058,25.57768225669861,133.53305053710938,-0.14451061030489876,179.68747134613864,0.25114489381264116
28,4,Global_active_power (t+25),HPC6,TCN,12.68,35046,177.24307250976562,58.57312083244324,26.16841495037079,137.1697235107422,-0.14591750534992354,164.4319526627219,0.2585843266413386
29,4,Global_active_power (t+30),HPC6,TCN,12.68,35046,180.03733825683594,72.0405101776123,28.987523913383484,142.0568389892578,-0.08807086771764672,210.16221367247337,0.21711145826103442
30,5,Global_active_power (t+5),HPC6,TCN,11.44,35046,246.1937255859375,60.99371314048767,29.28515374660492,188.3460235595703,-0.2847275584622131,93.55641373551822,0.39506610638622225
31,5,Global_active_power (t+10),HPC6,TCN,11.44,35046,256.75677490234375,60.94670295715332,29.663679003715515,197.2743377685547,-0.31291624386162864,95.24969998867881,0.41276343788031283
32,5,Global_active_power (t+15),HPC6,TCN,11.44,35046,258.400146484375,62.526047229766846,29.709392786026,200.57142639160156,-0.28892999906979133,90.92745997143501,0.3950273807377698
33,5,Global_active_power (t+20),HPC6,TCN,11.44,35046,260.23858642578125,61.360543966293335,30.227303504943848,205.00404357910156,-0.3703083101963349,96.17605494809142,0.43358100668652294
34,5,Global_active_power (t+25),HPC6,TCN,11.44,35046,276.8192443847656,62.9481315612793,31.779184937477112,222.54331970214844,-0.4469380245425816,102.40943166166143,0.4799851779350709
35,5,Global_active_power (t+30),HPC6,TCN,11.44,35046,271.97418212890625,58.895695209503174,30.325934290885925,216.39297485351562,-0.4313750541004411,100.23957483901808,0.4586956154224725
36,6,Global_active_power (t+5),HPC6,TCN,12.12,35046,290.2091064453125,74.50424432754517,31.621986627578735,237.52108764648438,-0.16184199030402935,108.81264160010984,0.2964694476957286
37,6,Global_active_power (t+10),HPC6,TCN,12.12,35046,291.96759033203125,70.83298563957214,31.04107677936554,239.7522735595703,-0.21439651830642426,116.29867256637168,0.3274462025924961
38,6,Global_active_power (t+15),HPC6,TCN,12.12,35046,320.97021484375,66.71939492225647,32.895538210868835,263.3785705566406,-0.3908079940298079,123.65153189588281,0.45181115218076284
39,6,Global_active_power (t+20),HPC6,TCN,12.12,35046,349.4368591308594,60.75446009635925,32.65802264213562,283.3208312988281,-0.5596431583264785,149.27187516295564,0.5240542094790096
40,6,Global_active_power (t+25),HPC6,TCN,12.12,35046,353.1524353027344,59.67535972595215,32.71606266498566,287.2591247558594,-0.6244756371756006,136.47791628828531,0.5435066759386776
41,6,Global_active_power (t+30),HPC6,TCN,12.12,35046,350.9545593261719,61.7594838142395,32.762596011161804,287.3390197753906,-0.5511265102739766,136.2746210999064,0.5146435334506916
42,7,Global_active_power (t+5),HPC6,TCN,12.25,35046,378.0699462890625,66.5094792842865,30.21414875984192,318.57421875,-0.39009211589565274,60.79844919392438,0.3873337412469197
43,7,Global_active_power (t+10),HPC6,TCN,12.25,35046,391.9792785644531,63.11485171318054,31.50222599506378,332.6703796386719,-0.595316773246777,69.19082402753762,0.47104915839720435
44,7,Global_active_power (t+15),HPC6,TCN,12.25,35046,383.50347900390625,61.12352013587952,30.42650818824768,320.5558776855469,-0.5241775540192384,63.036818925128166,0.44598235671616226
45,7,Global_active_power (t+20),HPC6,TCN,12.25,35046,374.47283935546875,59.98080372810364,28.948703408241272,306.7423400878906,-0.43857394277464823,64.3268154081654,0.4062113847085492
46,7,Global_active_power (t+25),HPC6,TCN,12.25,35046,377.4200744628906,61.8645966053009,29.34686243534088,310.8409729003906,-0.4320505824749714,60.09436923585263,0.40689140495442416
47,7,Global_active_power (t+30),HPC6,TCN,12.25,35046,388.5030822753906,62.950706481933594,31.41254484653473,322.7439270019531,-0.5241155176925776,70.6451557410254,0.46748914258855073
48,8,Global_active_power (t+5),HPC6,TCN,13.43,35046,331.604736328125,56.77095055580139,31.17588460445404,269.8865966796875,-0.5196357057223646,87.58331519767863,0.48977766744124557
49,8,Global_active_power (t+10),HPC6,TCN,13.43,35046,300.9850769042969,57.7392578125,31.345072388648987,261.2046813964844,-0.577418763411587,80.99964685205565,0.46615412780296644
50,8,Global_active_power (t+15),HPC6,TCN,13.43,35046,301.0216979980469,57.82366394996643,31.46047592163086,261.3981628417969,-0.5744770393449108,81.68235079787014,0.46811259171211056
51,8,Global_active_power (t+20),HPC6,TCN,13.43,35046,292.6972961425781,57.9132080078125,30.5900901556015,253.21646118164062,-0.49195927266551154,78.19770570394286,0.4292459647637623
52,8,Global_active_power (t+25),HPC6,TCN,13.43,35046,297.0584716796875,58.869993686676025,30.533549189567566,257.58685302734375,-0.47495574390273965,74.38890969255577,0.42066473228707063
53,8,Global_active_power (t+30),HPC6,TCN,13.43,35046,299.67327880859375,56.25163912773132,30.329689383506775,256.4559631347656,-0.541288560133925,77.49188361650582,0.4482590432249233
54,9,Global_active_power (t+5),HPC6,TCN,14.19,35046,301.8168640136719,58.568888902664185,31.070175766944885,254.6019287109375,-0.5133006094345285,186.4091037602488,0.4587821033686553
55,9,Global_active_power (t+10),HPC6,TCN,14.19,35046,299.5434265136719,58.23987126350403,30.77550232410431,249.48489379882812,-0.4682000183789592,180.20891549011327,0.4499309803995366
56,9,Global_active_power (t+15),HPC6,TCN,14.19,35046,282.780517578125,63.69519829750061,29.922756552696228,241.97976684570312,-0.30385418934549024,154.23536069775957,0.3479397394593604
57,9,Global_active_power (t+20),HPC6,TCN,14.19,35046,272.6983642578125,60.033613443374634,29.055792093276978,231.3577117919922,-0.3161779289908102,147.77944994790548,0.3501286337331276
58,9,Global_active_power (t+25),HPC6,TCN,14.19,35046,298.56854248046875,59.35152769088745,29.496154189109802,240.22572326660156,-0.31311510016764355,174.05874608596642,0.38411838426870754
59,9,Global_active_power (t+30),HPC6,TCN,14.19,35046,293.6037292480469,64.79876637458801,30.061981081962585,240.44496154785156,-0.23797454411071794,165.33152893059065,0.33662418098681085
60,10,Global_active_power (t+5),HPC6,TCN,14.44,35046,224.6780242919922,50.665831565856934,24.741117656230927,180.89865112304688,-0.3094493081116336,68.61433470954995,0.3150545062072902
61,10,Global_active_power (t+10),HPC6,TCN,14.44,35046,216.28453063964844,50.91761350631714,24.873599410057068,176.91506958007812,-0.3170730539192814,70.49426573565688,0.31221529110627233
62,10,Global_active_power (t+15),HPC6,TCN,14.44,35046,202.9814453125,54.688483476638794,24.357588589191437,166.7662811279297,-0.1612769521777384,59.46408711355875,0.22487530953171259
63,10,Global_active_power (t+20),HPC6,TCN,14.44,35046,197.8352508544922,56.52109980583191,24.005280435085297,163.2904510498047,-0.10062575900932491,58.561721982330305,0.17500373154319604
64,10,Global_active_power (t+25),HPC6,TCN,14.44,35046,196.3727264404297,54.559171199798584,24.55885261297226,163.42567443847656,-0.15302755818856695,60.63760624964662,0.21944004171982529
65,10,Global_active_power (t+30),HPC6,TCN,14.44,35046,203.2354278564453,56.38300180435181,24.501129984855652,167.52357482910156,-0.09799197330746101,60.38553293738949,0.1795794785230549
66,11,Global_active_power (t+5),HPC6,TCN,13.99,35046,165.15567016601562,47.64367938041687,21.002094447612762,128.0101776123047,-0.042048171522945266,69.12973111068531,0.1141153212500048
67,11,Global_active_power (t+10),HPC6,TCN,13.99,35046,170.62417602539062,49.55049157142639,21.816883981227875,132.80174255371094,-0.04588227056242533,73.09564774019793,0.1236061569816792
68,11,Global_active_power (t+15),HPC6,TCN,13.99,35046,159.2230987548828,49.37833249568939,20.9990993142128,123.13080596923828,-0.017185645477658884,65.83083086240616,0.0709844408198363
69,11,Global_active_power (t+20),HPC6,TCN,13.99,35046,160.5245819091797,49.29479956626892,21.360261738300323,122.84406280517578,-0.027490689307984484,69.9747176437722,0.0906831634778848
70,11,Global_active_power (t+25),HPC6,TCN,13.99,35046,161.6226348876953,49.293455481529236,21.387934684753418,124.86180877685547,-0.02745446711206534,70.42713998856368,0.09394174054906389
71,11,Global_active_power (t+30),HPC6,TCN,13.99,35046,150.1743927001953,48.33652675151825,20.24051398038864,116.13573455810547,-0.00326303394612637,63.40812684422797,0.035581385485406396
72,12,Global_active_power (t+5),HPC6,TCN,12.07,35046,144.782958984375,204.3346643447876,49.89604651927948,143.88487243652344,-79.81286519306161,2478.0611125620267,-0.9902819471391777
73,12,Global_active_power (t+10),HPC6,TCN,12.07,35046,144.30911254882812,207.32359886169434,50.43330788612366,143.67640686035156,-113.20984867451986,2307.8189360663737,-1.0031494455710135
74,12,Global_active_power (t+15),HPC6,TCN,12.07,35046,126.99523162841797,186.06914281845093,47.928741574287415,126.61808013916016,-167.40108365231598,1857.3442311983931,-0.9552743815326538
75,12,Global_active_power (t+20),HPC6,TCN,12.07,35046,145.0247802734375,216.50660037994385,51.92480683326721,144.99334716796875,-2290.9999803782125,2114.425806451613,-1.0381376921431429
76,12,Global_active_power (t+25),HPC6,TCN,12.07,35046,127.17726135253906,191.78892374038696,48.903051018714905,127.1476058959961,-2133.111793653625,2345.1572875633087,-0.9777261032666528
77,12,Global_active_power (t+30),HPC6,TCN,12.07,35046,123.76496124267578,187.19362020492554,48.29786717891693,123.73493194580078,-2051.0529696639774,2240.6244475138124,-0.9656197352357971
78,13,Global_active_power (t+5),HPC6,TCN,12.51,35046,267.5009460449219,53.60427498817444,29.734686017036438,215.05520629882812,-0.5025327581079602,83.51209264437574,0.4734134874763485
79,13,Global_active_power (t+10),HPC6,TCN,12.51,35046,280.02398681640625,52.39596962928772,29.707476496696472,224.67295837402344,-0.5307772333851488,81.89996161982202,0.4871294127939725
80,13,Global_active_power (t+15),HPC6,TCN,12.51,35046,272.6380310058594,51.73032879829407,28.529560565948486,218.4326629638672,-0.4777071024525499,80.17196880636796,0.4462028660060465
81,13,Global_active_power (t+20),HPC6,TCN,12.51,35046,253.83946228027344,50.153982639312744,28.097209334373474,208.9158477783203,-0.5058582964551259,72.04874531170147,0.4359495514551875
82,13,Global_active_power (t+25),HPC6,TCN,12.51,35046,247.7281951904297,52.977997064590454,27.11166739463806,206.18063354492188,-0.33627517307936405,64.30308779378797,0.3454047115068217
83,13,Global_active_power (t+30),HPC6,TCN,12.51,35046,256.5974426269531,50.85214376449585,27.463778853416443,210.8019256591797,-0.42626397598766896,68.5654815298051,0.39886018833399534
84,14,Global_active_power (t+5),HPC6,TCN,10.85,35046,356.5906677246094,48.94818663597107,27.867281436920166,265.9692077636719,-0.5044954268666255,193.9444130925508,0.4915260118342714
85,14,Global_active_power (t+10),HPC6,TCN,10.85,35046,362.4150695800781,48.27539324760437,27.842026948928833,270.6481018066406,-0.5473028047462909,196.00609031491385,0.5050264144814721
86,14,Global_active_power (t+15),HPC6,TCN,10.85,35046,357.8677978515625,50.31180381774902,27.844414114952087,267.0369567871094,-0.4459788968382119,190.8597190800931,0.468659109488883
87,14,Global_active_power (t+20),HPC6,TCN,10.85,35046,354.68316650390625,48.49100112915039,26.82977318763733,266.8923645019531,-0.470108845518568,181.43902210565756,0.45260464750383383
88,14,Global_active_power (t+25),HPC6,TCN,10.85,35046,379.53411865234375,49.69387352466583,29.808473587036133,290.5509948730469,-0.681965459849591,213.9331188825624,0.5658385021751021
89,14,Global_active_power (t+30),HPC6,TCN,10.85,35046,347.446533203125,50.78745484352112,28.837886452674866,272.45330810546875,-0.5886334939733999,188.32712475601284,0.49660090073228563
